title,episodes,released_date,end_date,producer_id,rating,studio
Mugen Kouro,OVA,2004-03-19,2016-06-10,14,4.0,GoHands
Nido to Mezamenu Komori Uta,OVA,2009-06-21,2016-12-03,26,3.25,Mushi Production
Yume no Kakera,2,2014-06-16,2018-10-22,25,7.4,GoHands
Ari Ningen Monogatari,19,2010-01-21,2016-05-20,6,1.61,Kyoto Animation 
Dreaming Pupa: Yumemiru Bokura,41,2015-07-13,2016-04-09,20,2.71,Studio Live
Tekkon Kinkreet Pilot,OVA,2014-07-15,2019-02-17,21,3.0,Magic Bus
Chou Kidou Densetsu DinaGiga,OVA,1996-12-23,2016-05-24,18,6.58,Anime International Company Inc.
Kizuoibito,26,1996-09-13,2016-06-25,17,7.83,Imagin 
Mononoke Dance,24,1996-07-22,2016-04-03,11,2.24,Imagin 
Ofuro no Kazoe Uta,TV,2007-12-20,2016-06-17,10,5.92,Studio Nue
Present Made no Michinori,TV,2011-12-25,2016-10-08,20,5.29,Studio Gokumi
Sakura,15,2010-03-16,2016-06-21,24,6.91,Pierrot 
Spacy,2,2008-03-01,2016-06-10,19,4.39,P.A.Works
Tanjou: Debut,OVA,1999-03-08,2016-02-01,4,6.15,P.A.Works
Tokyo Loop,22,2010-05-17,2016-03-19,13,7.5,GoHands
Usagi to Kame,26,2016-09-11,2020-10-27,23,4.82,Imagin 
Doubutsu Mura no Sports Day,TV,2015-10-14,2016-11-02,5,4.62,Imagin 
Hell Target,8,2002-03-03,2016-11-03,21,6.52,Mushi Production
Momotarou no Umiwashi,TV,2009-11-25,2016-01-20,15,1.59,GoHands
Spelunker Sensei,Movie,2012-01-02,2016-04-27,17,8.35,Imagin 
Ashiaraiyashiki no Juunin-tachi.,TV,2012-11-28,2016-06-18,16,0.56,Kyoto Animation 
Avignon no Hashi de,OVA,2016-09-07,2018-07-12,2,5.0,Studio Gokumi
Doubutsu Mura no Daisodou,Movie,2004-05-17,2016-01-19,25,0.0,Studio Live
Mayo Elle Otoko no Ko,OVA,2003-07-03,2016-08-23,15,2.03,Anime International Company Inc.
Nougyou Musume!,13,2009-08-26,2016-08-15,6,8.88,Studio Gokumi
PES: Peace Eco Smile - Drive your Heart,40,2008-09-04,2016-05-28,24,8.54,Kyoto Animation 
Salad Land,OVA,2003-07-22,2016-08-28,30,0.29,Studio Hibari
Banana Mura ni Ame ga Furu,TV,2007-08-05,2016-07-24,19,0.76,P.A.Works
Cipher,OVA,2007-12-18,2016-11-27,23,2.74,Studio Hibari
Mura Matsuri,Movie,2004-10-16,2016-10-12,23,2.26,Mushi Production
Ni-hiki no Sanma,31,2005-06-11,2016-07-24,5,7.39,Anime International Company Inc.
Norakuro Nitouhei: Kyouren no Maki,Movie,2003-08-22,2016-11-03,29,0.68,Pierrot 
Oshiruko,15,2001-05-16,2016-12-23,20,1.8,Mushi Production
Shiawase no Uta,TV,2002-05-04,2016-02-24,16,7.45,P.A.Works
12-gatsu no Uta,15,2002-07-01,2016-12-16,18,9.14,Magic Bus
Ahiru no Otegara,Movie,1999-07-28,2016-09-18,14,8.16,Anime International Company Inc.
Amada Anime Series: Super Mario Brothers,46,2007-09-03,2016-02-28,2,8.96,Studio Gokumi
Gunnm 3D Special,TV,2013-09-11,2016-11-23,20,5.55,Imagin 
Kanzen Shouri Daiteiou,1,1997-07-13,2016-09-06,15,4.97,Studio Nue
Ooatari Sora no Entaku,OVA,2006-05-15,2016-04-21,21,5.46,Mushi Production
Sorette♡Dakara ne!,27,1996-02-16,2016-12-15,4,8.38,Pierrot 
Super Express Mazinger 7,TV,2002-05-01,2016-03-07,17,8.25,Kyoto Animation 
Taku Boda,11,1997-03-04,2016-08-05,16,2.23,Anime International Company Inc.
Tsuru Shitae Waka Kan,18,2004-10-04,2016-12-24,24,4.06,Studio Gokumi
Issunboushi: Chibisuke Monogatari,TV,1996-04-12,2016-04-24,29,0.99,Studio Nue
Kuma ni Kuwarenu Otoko,32,2003-01-03,2016-06-12,27,5.19,Studio Live
MD Geist II: Death Force,TV,2008-05-28,2016-01-28,20,2.88,Nippon Animation
Ojousama Sousamou,5,2004-06-27,2016-07-10,10,2.52,Imagin 
Omoide no Album,0,2015-03-01,2016-01-02,10,9.37,Anime International Company Inc.
Peeping Life Specials,TV,2001-03-24,2016-06-22,14,2.68,Kyoto Animation 
Symphonic Variations,47,2008-07-20,2016-07-07,12,3.64,Pierrot 
Armored Core: Fort Tower Song,Movie,2011-09-25,2016-09-15,2,6.37,Mushi Production
Chou Henshin Cosprayers Specials,31,1998-07-22,2016-11-04,25,0.96,Studio Gokumi
Clarinet Kowashichatta,37,2014-08-26,2016-12-10,3,6.55,Imagin 
Computer Obaachan,27,2004-12-09,2016-08-07,9,0.16,Studio Live
Funny Pets,46,2011-11-13,2016-04-12,16,1.07,GoHands
Ganso Banana no Tamashii,23,2009-01-08,2016-05-01,21,8.16,Pierrot 
Kaidan,Movie,2016-11-08,2018-12-10,24,0.12,Studio Gokumi
Legend of Duo,17,1996-02-10,2016-12-09,23,0.98,Studio Nue
Playground,10,2016-09-13,2016-11-07,23,3.64,Anime International Company Inc.
Yuuki Hitotsu wo Tomo ni Shite,13,2004-07-01,2016-12-20,26,9.21,Studio Gokumi
Anata mo Robot ni Nareru feat. Kamome Jidou Gasshoudan,OVA,2005-09-01,2016-01-09,22,4.75,Pierrot 
Anima,16,2001-03-01,2016-12-17,2,4.05,Magic Bus
B.B. Fish,40,2010-10-21,2016-04-09,7,4.11,Studio Gokumi
Katsugeki Shoujo Tanteidan,Movie,2015-05-14,2020-02-28,6,8.51,P.A.Works
Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,OVA,2004-11-08,2016-03-16,21,6.64,Magic Bus
Modern,Movie,2008-06-23,2016-03-27,9,5.0,Studio Ghibli
Natsumi Step!,OVA,1998-07-21,2016-06-21,4,2.58,Studio Live
Osakana wa Ami no Naka,18,2008-09-11,2016-07-07,14,0.85,Nippon Animation
Robot Taekwon V,11,2013-07-06,2016-10-03,1,5.17,Anime International Company Inc.
Seiyuu Deka,OVA,2002-11-21,2016-04-08,4,9.09,Magic Bus
Aoki Seimei Hoken,TV,1998-01-02,2016-02-23,14,0.21,Kyoto Animation 
Chou Henshin Cosprayers,10,1999-04-18,2016-05-12,18,7.17,Nippon Animation
Coffee Tadaiku,TV,2014-08-05,2017-04-07,8,6.12,P.A.Works
Fantasy,TV,2016-09-13,2020-05-25,15,5.55,Studio Live
Hand Soap,OVA,2016-10-14,2016-06-20,8,0.19,GoHands
Haru no Ashioto The Movie: Ourin Dakkan,TV,2010-07-11,2016-05-09,16,0.49,Studio Live
Kenju Giga,13,1996-06-09,2016-02-11,25,9.24,Magic Bus
3-tsu no Kumo,OVA,2013-09-02,2016-11-25,30,3.22,Imagin 
Genma Taisen,OVA,2011-03-17,2016-05-15,2,4.4,Pierrot 
Instant Music,0,2015-07-06,2019-12-14,25,2.58,Studio Gokumi
JRA Hokan Keikaku,5,2004-06-21,2016-03-28,26,0.7,GoHands
Kore ga UFO da! Soratobu Enban,14,2014-08-24,2019-11-10,19,2.04,Pierrot 
Tousan no Tsukutta Uta,Movie,2011-07-14,2016-08-26,27,8.61,GoHands
Waanabi.jk,OVA,1999-11-09,2016-08-07,8,0.54,Studio Hibari
"Yasashii Fue, Tori, Ishi",TV,2006-11-28,2016-01-23,29,8.8,GoHands
Beluga,OVA,2012-01-23,2016-02-09,1,6.29,Studio Ghibli
Kitte no Nai Okurimono,Movie,2005-12-25,2016-06-01,5,0.86,Studio Live
Norakuro Gochou,29,2010-02-22,2016-04-05,7,1.76,Magic Bus
Shoujouji no Tanuki-bayashi Ban Danemon,Movie,1997-06-28,2016-06-11,24,3.45,GoHands
Tengu Taiji,3,2011-04-17,2016-10-08,16,4.39,Mushi Production
Yoru no Hi,5,2011-09-26,2016-03-04,27,4.02,Magic Bus
Blue Remains,TV,1997-11-28,2016-10-07,9,3.29,GoHands
Cherry Blossom (Music),OVA,1998-12-27,2016-11-05,16,7.52,Nippon Animation
Double Circle,18,2009-06-21,2016-07-22,21,0.72,Pierrot 
Kuchao,TV,2005-07-19,2016-07-26,18,1.71,Kyoto Animation 
Metamorphose,OVA,2008-03-13,2016-05-09,21,3.85,Kyoto Animation 
Peaceful Times (F02) Petit Film,TV,2014-11-15,2017-01-22,29,0.91,GoHands
The Chocolate Panic Picture Show,Movie,2016-07-09,2018-07-09,29,2.15,P.A.Works
Urashima Tarou,Movie,2016-06-01,2019-04-26,28,9.55,Studio Hibari
Yomiuri Shimbun,TV,2012-10-16,2016-10-13,12,0.49,Nippon Animation
Aru Zombie Shoujo no Sainan,36,2008-10-12,2016-07-09,27,8.1,Kyoto Animation 
Metropolitan Museum,OVA,2013-09-11,2016-11-09,12,9.88,Imagin 
Oyoge ya Oyoge,16,2006-01-12,2016-06-23,18,8.09,Studio Live
PuriGorota: Uchuu no Yuujou Daibouken,OVA,2012-02-20,2016-07-26,6,6.27,Studio Nue
Susume! Gachimuchi Sankyoudai,6,2013-02-25,2018-04-12,9,0.54,Magic Bus
The Humanoid: Ai no Wakusei Lezeria,Movie,2016-06-09,2018-01-14,21,1.15,Studio Ghibli
&quot 0&quot ,TV,2015-12-28,2016-08-17,15,2.02,Magic Bus
3-Nen D-Gumi Glass no Kamen,Movie,2011-02-19,2016-08-08,14,3.99,Studio Hibari
Akuma no Kairozu,Movie,2001-02-21,2016-02-22,12,1.12,Nippon Animation
Kennel Tokorozawa,11,2014-03-16,2016-12-19,7,0.5,Pierrot 
Kiseichuu no Ichiya,Movie,2004-09-12,2016-12-17,4,5.12,GoHands
Saru to Kani no Gassen,OVA,1996-05-15,2016-06-13,9,6.17,P.A.Works
Shogi Hour,42,1999-12-18,2016-06-18,11,8.04,Studio Live
The Green Wind,Movie,2008-04-12,2016-02-21,5,4.2,Studio Ghibli
Umacha,27,2000-08-09,2016-09-27,4,5.42,Studio Live
Yami wo Mitsumeru Hane,OVA,2012-12-17,2016-03-15,15,0.84,Studio Nue
Arigatou Gomennasai,16,2008-01-20,2016-09-21,1,1.03,GoHands
Bishoujo Yuugi Unit Crane Game Girls Galaxy,3,2014-06-27,2016-06-26,19,6.32,Mushi Production
Chinkoroheibei Tamatebako,OVA,2011-07-10,2016-09-14,25,1.88,Mushi Production
Maabou no Kinoshita Toukichirou,41,2008-02-13,2016-03-13,5,8.59,Magic Bus
Vie Durant,7,1997-01-10,2016-12-27,13,0.71,Studio Nue
BAR Kiraware Yasai,Movie,2015-11-28,2016-12-08,8,6.84,Studio Hibari
Furudera no Obake-soudou,TV,2005-01-25,2016-10-11,8,6.67,P.A.Works
Hakubutsushi,26,2009-01-26,2016-04-07,13,1.82,Mushi Production
Ishida to Asakura Special,OVA,2008-07-15,2016-05-07,4,8.92,Kyoto Animation 
Many Mary,3,2015-11-22,2017-03-21,23,0.54,Pierrot 
Noisy Birth,TV,2013-12-15,2016-10-11,21,8.9,Magic Bus
Otogi no Kuni no Birthday,44,2010-05-16,2016-04-03,9,2.48,Mushi Production
Yakusoku,Movie,2001-12-14,2016-09-04,7,0.6,Studio Hibari
Ainone,TV,2001-11-08,2016-05-16,26,3.21,P.A.Works
Arigatou Thank You,TV,2002-01-15,2016-01-19,9,3.41,Mushi Production
Chirico,OVA,2010-12-27,2016-10-26,14,1.84,Anime International Company Inc.
Dambo,TV,2004-03-12,2016-03-11,28,6.55,Magic Bus
Ski Jumping Pairs: Road to Torino 2006,TV,2004-12-24,2016-12-13,4,5.39,Anime International Company Inc.
A Play,26,2007-09-11,2016-10-14,4,6.62,Studio Hibari
Kerorinpasu,7,2002-08-20,2016-07-06,5,6.33,Mushi Production
MTV Japan Station ID,12,2009-01-14,2016-01-16,18,7.23,Imagin 
Quantum Leap,OVA,2015-04-09,2017-01-10,26,8.06,Kyoto Animation 
Rule,TV,2006-04-02,2016-12-16,16,3.48,Mushi Production
Cherry no Manma,42,1998-02-10,2016-09-21,12,3.58,Magic Bus
Comics,TV,1998-05-26,2016-07-09,3,3.47,Studio Hibari
De:vadasy,Movie,2000-01-14,2016-10-05,26,1.46,Studio Gokumi
Dracula no Uta,Movie,1998-05-11,2016-12-01,4,2.26,Studio Gokumi
Mr. Empty,11,2003-11-07,2016-11-09,26,4.7,Pierrot 
Ai Sky Tree 21,44,1999-11-07,2016-07-25,15,4.53,Magic Bus
Hana,46,2005-10-06,2016-08-13,22,8.34,Pierrot 
Ichigeki Sacchuu!! Hoihoi-san: Legacy,TV,2005-11-12,2016-04-21,19,4.65,Studio Hibari
Kitte no Gensou,OVA,2008-04-14,2016-07-11,4,4.86,Pierrot 
Papillon Rose,OVA,2011-05-07,2016-04-28,6,4.36,P.A.Works
Beautiful Name,TV,2003-11-28,2016-09-17,30,3.53,GoHands
Chagama Ondo,16,2014-01-21,2018-10-26,14,3.08,Studio Gokumi
Fantastic Cell,OVA,2005-04-11,2016-10-25,20,3.06,Studio Gokumi
Animal Dance,Movie,2001-11-04,2016-07-02,1,1.15,Magic Bus
Hibari no Yadogae,7,2013-11-15,2016-06-07,18,2.19,Kyoto Animation 
Issho ni Training Ofuro: Bathtime with Hinako &amp  Hiyoko,32,2004-06-17,2016-03-25,2,2.59,Mushi Production
Portrait,Movie,2011-01-27,2016-01-25,21,6.86,GoHands
Jigazou,Movie,1997-04-09,2016-10-12,24,3.51,Magic Bus
Lingerie Senshi Papillon Rose,35,2001-04-28,2016-04-02,29,9.9,Pierrot 
Raja Maharaja,TV,2001-11-03,2016-10-28,26,8.98,Studio Hibari
Arcade Gamer Fubuki Extra,TV,2000-05-17,2016-11-13,6,4.87,Nippon Animation
Kokka Kimigayo,6,2014-08-08,2016-07-03,24,8.83,Studio Hibari
Navia Dratp,TV,2008-05-17,2016-07-10,20,7.34,Anime International Company Inc.
Nouryou Anime: Denkyuu Ika Matsuri,TV,2014-10-24,2018-04-03,4,1.87,GoHands
Tokyogurashi!,28,2009-09-25,2016-07-06,2,5.57,Studio Gokumi
Hanabeam,18,2013-04-10,2016-10-13,27,9.0,Studio Gokumi
Million Doll,11,1996-04-26,2016-02-21,25,9.5,Studio Nue
Rayca,2,1996-04-21,2016-03-28,17,2.14,Imagin 
Shuranosuke Zanmaken: Shikamamon no Otoko,39,1998-10-22,2016-07-13,16,3.53,Studio Nue
Hana no Hi,40,2004-08-03,2016-09-02,3,3.37,GoHands
KochinPa!,13,2000-10-15,2016-02-11,1,0.8,Studio Gokumi
Norakuro Shoui: Nichiyoubi no Kaijiken,Movie,2001-08-11,2016-12-03,30,7.0,Magic Bus
Odoroki Ban,47,2005-09-06,2016-09-21,9,4.03,Studio Hibari
Zonmi-chan: Halloween☆Special Movie!,Movie,2007-12-28,2016-06-16,23,9.89,Studio Gokumi
Anygedybudybombom,OVA,1999-05-02,2016-03-17,7,9.67,Studio Hibari
Ketsuekigata-kun! Featuring Yuri &amp  Nasuno,7,2005-05-17,2016-03-06,26,2.73,Studio Hibari
Makura no Danshi,12,2016-12-07,2019-06-09,1,6.99,Studio Ghibli
Oshiri Kajiri Mushi,OVA,2007-08-04,2016-11-07,6,4.24,Studio Gokumi
Sayokyoku,OVA,2015-04-20,2017-05-05,27,8.19,Studio Nue
Ame-iro Cocoa: Rainy Color e Youkoso!,Movie,2016-06-03,2019-04-26,15,6.72,Studio Nue
Issho ni Training: Training with Hinako,TV,2009-05-24,2016-05-11,23,9.81,Studio Hibari
Kaze no Kokyuu: Animation ni Yoru Oufuku Shokan,Movie,2016-04-19,2018-01-14,8,0.86,GoHands
PiKA PiKA,40,2009-09-11,2016-04-19,20,4.4,GoHands
Seichou Rap,OVA,2005-09-25,2016-12-28,14,8.15,GoHands
Wakaranai Buta,45,2006-01-14,2016-07-25,19,2.15,Kyoto Animation 
Anomalies,34,2013-08-07,2016-08-04,20,7.95,Studio Nue
a_caFe,20,1996-11-24,2016-09-26,29,8.68,Studio Nue
Chameko no Ichinichi,41,2008-03-05,2016-01-09,20,9.97,Kyoto Animation 
Jam,TV,2012-01-28,2017-03-18,2,5.0,Kyoto Animation 
Memories: Younenki no Joukei,29,2011-01-17,2016-12-06,24,7.99,Studio Live
Sign,46,2000-02-12,2016-11-26,14,9.27,Studio Hibari
Aruite Mikka!,Movie,2009-03-08,2016-11-13,17,3.67,Anime International Company Inc.
Choujikuu Romanesque Samy: Missing 99,33,2010-06-28,2016-04-04,9,7.93,Studio Ghibli
Lost Utopia,36,2012-05-02,2016-02-10,29,3.09,Mushi Production
Natsu no Shisen 1942,3,2001-06-05,2016-11-24,26,5.67,Magic Bus
Battle Spirits: Ryuuko no Ken,27,2011-02-14,2016-02-07,18,6.17,Nippon Animation
Hinomaru Hatanosuke: Bakemonoyashiki no Maki,39,2006-11-14,2016-09-27,16,7.24,Studio Gokumi
Kaijuu no Ballad,Movie,2010-11-28,2016-10-28,18,4.83,Anime International Company Inc.
Kakari,OVA,2002-01-24,2016-01-20,25,6.12,Studio Ghibli
Rui no Masaiban,44,2009-07-27,2016-08-14,24,6.57,Kyoto Animation 
Ao Oni The Animation,OVA,1998-05-21,2016-11-19,19,6.67,Studio Nue
Canary,19,2010-04-14,2016-02-23,10,3.06,Anime International Company Inc.
Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,8,2005-10-24,2016-05-11,1,2.04,Pierrot 
Great Rabbit,34,1999-05-06,2016-09-24,20,2.83,Imagin 
Kintarou Taiiku Nikki,28,2001-08-05,2016-12-23,27,7.55,Anime International Company Inc.
Peeping Life: YouTuber-kun,28,2004-11-25,2016-06-16,16,6.63,Studio Ghibli
Urda,3,2001-03-16,2016-09-02,9,3.99,Magic Bus
Ushi Atama,TV,2006-12-12,2016-11-21,8,5.41,Studio Gokumi
Chimuchimucheri ChimChimCheree,29,2004-11-14,2016-08-20,3,2.82,P.A.Works
Nazotokine,TV,2006-10-22,2016-06-06,1,7.72,Imagin 
Satsujinkyou Jidai,OVA,1999-05-08,2016-04-18,17,0.83,Magic Bus
Self-Portrait,18,1999-04-25,2016-06-07,15,0.23,Magic Bus
Tanaami Keiichi no Shouzou,TV,2004-02-16,2016-12-18,16,2.38,Nippon Animation
Nakanaori,32,1997-10-22,2016-04-20,10,2.2,Anime International Company Inc.
Omocha Bako Series Dai 3 Wa: Ehon 1936-nen,33,2001-02-25,2016-02-10,20,4.27,Pierrot 
Shinsei Kamattechan,OVA,1996-12-08,2016-05-13,6,0.83,P.A.Works
Usagi ga Kowai,OVA,2004-01-01,2016-06-09,24,0.98,Magic Bus
Utsukushii,TV,2015-02-23,2018-11-04,19,5.77,Studio Live
Shousei Shikisai Gensou,OVA,2007-04-04,2016-10-06,11,5.91,Mushi Production
Fashion,10,2000-05-17,2016-03-14,14,1.81,Kyoto Animation 
Fue,OVA,2010-01-09,2016-09-12,23,9.43,Imagin 
Henkei Sakuhin Dai 1-ban,TV,2013-11-22,2016-06-17,27,1.27,Imagin 
Zettai Shougeki: Platonic Heart,Movie,1997-12-28,2016-02-18,2,8.59,Kyoto Animation 
Ramen Tenshi Pretty Menma,OVA,2006-11-23,2016-07-14,19,5.55,Magic Bus
Bara Bara Film,TV,2014-05-03,2016-01-11,11,3.35,Pierrot 
Iron Virgin Jun,Movie,1996-01-23,2016-04-17,5,0.26,Magic Bus
44-hiki no Neko,OVA,2016-08-04,2016-10-15,30,0.61,Mushi Production
Ame-iro Cocoa,TV,2010-10-19,2016-04-20,3,0.76,Studio Gokumi
Hinomaru Tarou: Musha Shugyou no Maki,Movie,2006-06-17,2016-12-20,2,0.15,Studio Ghibli
Jingle,Movie,2003-07-21,2016-12-12,8,5.44,Pierrot 
Petit Manga,38,2005-11-26,2016-07-03,26,1.83,Mushi Production
Sushi Police,14,2012-07-25,2016-02-15,3,3.6,Studio Nue
Tairiki Tarou no Mucha Shuugyou,33,1998-09-11,2016-01-02,30,9.24,Kyoto Animation 
Yokoo s 3 Animation Films,15,2013-02-15,2016-08-10,28,9.23,Pierrot 
Zawazawa,Movie,1999-09-04,2016-05-04,2,8.35,Imagin 
Isu,9,2008-10-26,2016-07-21,4,1.49,Studio Live
Mogu Mogu,Movie,2016-02-14,2018-07-13,25,0.72,Mushi Production
Hinomaru Hatanosuke: Inazuma-gumi Tobatsu no Maki,25,2004-12-06,2016-05-25,6,2.22,Nippon Animation
Pinky Street,TV,2008-10-02,2016-04-03,9,3.27,Imagin 
Aoi Heya,29,2007-09-18,2016-01-09,24,6.63,Studio Live
Konnichiwa Onara Gorou,Movie,2007-02-14,2016-05-01,27,0.42,Studio Live
Namakura Gatana,23,2007-06-28,2016-12-08,13,7.01,Anime International Company Inc.
Vampire Sensou,15,2002-04-18,2016-10-15,29,0.66,Anime International Company Inc.
Wheels,TV,2015-03-21,2020-08-11,14,5.67,P.A.Works
2005-nen Uchuu no Tabi,OVA,1998-06-18,2016-07-19,22,8.45,Studio Ghibli
Kindan no Mokushiroku: Crystal Triangle,OVA,1998-09-25,2016-03-10,5,3.59,P.A.Works
PistStar,TV,2002-07-13,2016-08-04,14,1.29,GoHands
Shoujouji no Tanuki-bayashi,OVA,2002-06-08,2016-12-02,21,5.49,Studio Nue
Jigoku Youchien,Movie,2012-12-11,2016-06-03,12,8.31,Studio Nue
Mado,41,2007-11-11,2016-09-10,27,0.76,P.A.Works
Samero,TV,2006-04-20,2016-05-06,7,5.65,Studio Hibari
Haru no Uta,OVA,2012-11-22,2017-11-02,16,3.8,P.A.Works
Haruwo,Movie,2007-03-28,2016-03-28,27,4.55,Mushi Production
Kairaku no Sono,OVA,2012-11-15,2016-04-10,5,0.03,Imagin 
Umi no Momotarou,35,2001-07-26,2016-03-20,15,1.97,Mushi Production
Jinkou no Rakuen,32,2005-10-10,2016-06-15,30,6.49,Mushi Production
JK Meshi!,27,1999-03-23,2016-07-27,15,6.77,P.A.Works
Kappo,OVA,2004-04-13,2016-02-06,18,9.27,Studio Hibari
Master Blaster,Movie,2010-02-18,2016-10-07,21,8.73,Studio Hibari
Motion Lumine,28,1996-03-01,2016-02-15,3,8.54,Mushi Production
A.F,40,1997-11-05,2016-03-01,23,5.04,Studio Nue
Fashion no Hajimari,31,2006-02-03,2016-06-01,18,9.53,Magic Bus
Generation of Chaos III: Toki no Fuuin,TV,2012-07-25,2016-11-23,3,4.3,Kyoto Animation 
Kihei Senki Legacies,16,2002-03-06,2016-03-20,21,4.59,Pierrot 
Mac the Movie,45,1996-07-27,2016-05-13,3,4.56,Studio Hibari
Mou Hitotsu no Nijiiro Toshi,Movie,1999-12-04,2016-04-11,26,1.75,Mushi Production
Issunboushi no Shusse,25,2003-03-11,2016-11-20,26,6.19,Imagin 
Kodomo no Kaitei no Koto,14,2014-03-27,2017-07-01,10,6.51,P.A.Works
Play Jazz,45,2010-10-10,2016-06-03,29,2.73,Nippon Animation
Twinkle Nora Rock Me!,12,1999-01-08,2016-05-05,26,3.76,Imagin 
Chuunen Punk,5,2008-11-08,2016-07-15,26,4.17,GoHands
Ga no Iru Tokoro,22,1997-02-07,2016-08-16,22,5.27,Kyoto Animation 
Bloody Date,10,2012-08-24,2016-08-22,16,3.37,Anime International Company Inc.
Doubutsu Sumo Taikai,17,2009-10-07,2016-02-10,10,9.02,Studio Hibari
Eiken: Eikenbu yori Ai wo Komete,2,2005-04-11,2016-09-06,5,8.84,GoHands
Lemon Home Animation Gekijou,OVA,1997-02-02,2016-12-24,21,0.87,Kyoto Animation 
Tonari no Yarou,Movie,2016-04-05,2019-05-17,15,5.92,Anime International Company Inc.
Nezumi no Rusuban,TV,1997-05-21,2016-06-19,10,6.47,Pierrot 
Commercial War,0,2011-12-23,2016-04-28,23,1.73,GoHands
Haru no Shikumi,42,2003-11-23,2016-02-09,6,9.82,Magic Bus
Head Spoon,TV,2009-02-14,2016-09-15,7,5.83,Studio Live
Kobe to Watashi,28,1997-08-09,2016-10-17,10,3.23,Pierrot 
MILPOM★,9,2015-01-15,2017-02-02,4,8.78,Pierrot 
Osaru no Sankichi: Totsugeki-tai,Movie,2003-01-15,2016-06-23,18,3.1,Kyoto Animation 
Under the Dog: Anthea-chan,31,1998-04-21,2016-12-09,4,2.71,GoHands
Wakie Wakie,46,2012-10-08,2016-08-15,11,1.77,GoHands
Bouken Dankichi: Hyouryuu no Maki,Movie,2003-03-15,2016-11-03,13,3.22,Imagin 
6 Angels,Movie,2000-07-03,2016-05-26,24,6.06,Pierrot 
Maabou no Daikyousou,19,2006-06-14,2016-06-21,21,3.65,Pierrot 
Baka Baka Baka na Sekai,46,2010-12-17,2016-12-26,6,1.97,Pierrot 
Landscape,OVA,2008-07-24,2016-12-18,4,7.15,Imagin 
Urashima Tarou (1931),TV,2009-10-17,2016-03-02,16,9.03,Anime International Company Inc.
Calligraffiti,37,2010-09-02,2016-06-19,12,0.07,Studio Hibari
Direct Animation,28,2009-03-19,2016-03-09,22,6.09,Anime International Company Inc.
Hustle!! Tokitama-kun,6,2001-11-06,2016-08-04,1,1.1,Imagin 
Landmark,45,1997-09-04,2016-10-12,27,5.92,Studio Ghibli
Arakure Junichi no Namida,2,2011-09-23,2016-04-16,15,1.25,Studio Live
Nantokashite Alguard,23,2001-06-20,2016-01-06,21,1.86,Anime International Company Inc.
Ai,TV,2001-05-06,2016-09-05,23,6.8,Studio Nue
Bishoujo Yuugi Unit Crane Game Girls,9,1996-11-22,2016-07-23,7,9.88,Anime International Company Inc.
Issho ni Sleeping: Sleeping with Hinako,41,2006-03-25,2016-05-24,24,7.51,Studio Nue
Shinsatsushitsu,43,2005-01-24,2016-12-02,17,6.04,Studio Gokumi
"Yami no Kioku, Yume no Inei",Movie,2010-02-04,2016-04-10,3,9.82,P.A.Works
Akai Kutsu! Onnanoko!,Movie,2002-05-19,2016-02-22,12,8.8,Pierrot 
Manga,Movie,2003-02-02,2016-01-10,24,6.77,Pierrot 
Golden Batman,TV,1997-06-04,2016-12-14,12,0.22,Studio Hibari
Pussycat,Movie,1999-02-20,2016-05-05,4,9.4,Studio Live
Rebirth Moon Divergence,OVA,2004-07-23,2016-09-10,15,5.17,Studio Nue
Kakugo no Susume,24,2012-02-17,2016-05-09,4,0.14,Kyoto Animation 
Idol Fight Suchie-Pai 2,34,2000-12-13,2016-05-24,3,4.85,Anime International Company Inc.
Kemeko no Love,TV,1996-03-02,2016-02-13,24,4.8,GoHands
Goldfish Fetish,TV,2013-07-27,2017-02-11,24,8.66,Studio Ghibli
Kangaeru Renshuu,17,2003-11-08,2016-05-06,9,5.68,Anime International Company Inc.
Why Re-Mix 2002,14,2002-03-08,2016-03-14,23,4.65,Studio Live
Yoru no Okite,46,2000-04-14,2016-03-01,10,7.26,Imagin 
Agitated Screams of Maggots,TV,2002-11-16,2016-11-16,18,4.29,Imagin 
Kaitei no Boukun,OVA,2011-09-14,2016-01-05,14,3.28,Anime International Company Inc.
Natsu no Gero wa Fuyu no Sakana,TV,2006-01-25,2016-12-24,4,3.48,Anime International Company Inc.
Oh Yoko!,OVA,2014-11-27,2017-11-08,29,4.26,Mushi Production
Hanoka Recap,TV,1999-01-22,2016-03-06,12,4.85,Studio Hibari
Mahou no Hiroba,46,2007-05-05,2016-01-23,12,6.29,Magic Bus
Osaru no Kantai,TV,2016-06-09,2018-08-05,20,7.94,Nippon Animation
Ragnastrike Angels,32,2016-07-16,2021-04-03,5,6.0,Nippon Animation
Cafe de Oni,6,2004-02-20,2016-08-20,25,9.21,Imagin 
Dankichi-jima no Olympic Taikai,OVA,1996-03-28,2016-01-11,2,2.08,Magic Bus
The Bathroom,15,2009-06-16,2016-07-07,8,8.89,Studio Hibari
Why,Movie,2012-11-20,2016-06-25,10,3.4,Imagin 
3D Onara Gorou ga Dance Dance Dance!!,Movie,2010-05-04,2016-02-09,26,6.4,Magic Bus
Osaru no Sankichi: Boukuusen,30,1998-12-17,2016-08-03,22,9.46,Studio Ghibli
